:START_ID(Stock),:END_ID(Industry),:TYPE
600051,dc6473ac96a77fe376fd7dd828d62993,industry_of
600209,dc6473ac96a77fe376fd7dd828d62993,industry_of
600212,dc6473ac96a77fe376fd7dd828d62993,industry_of
600256,dc6473ac96a77fe376fd7dd828d62993,industry_of
600576,dc6473ac96a77fe376fd7dd828d62993,industry_of
600603,dc6473ac96a77fe376fd7dd828d62993,industry_of
600614,dc6473ac96a77fe376fd7dd828d62993,industry_of
600620,dc6473ac96a77fe376fd7dd828d62993,industry_of
600622,dc6473ac96a77fe376fd7dd828d62993,industry_of
600624,dc6473ac96a77fe376fd7dd828d62993,industry_of
600647,dc6473ac96a77fe376fd7dd828d62993,industry_of
600656,dc6473ac96a77fe376fd7dd828d62993,industry_of
600687,dc6473ac96a77fe376fd7dd828d62993,industry_of
600701,dc6473ac96a77fe376fd7dd828d62993,industry_of
600730,dc6473ac96a77fe376fd7dd828d62993,industry_of
600770,dc6473ac96a77fe376fd7dd828d62993,industry_of
600777,dc6473ac96a77fe376fd7dd828d62993,industry_of
600800,dc6473ac96a77fe376fd7dd828d62993,industry_of
600805,dc6473ac96a77fe376fd7dd828d62993,industry_of
600811,dc6473ac96a77fe376fd7dd828d62993,industry_of
600832,dc6473ac96a77fe376fd7dd828d62993,industry_of
600846,dc6473ac96a77fe376fd7dd828d62993,industry_of
600892,dc6473ac96a77fe376fd7dd828d62993,industry_of
8,dc6473ac96a77fe376fd7dd828d62993,industry_of
301,dc6473ac96a77fe376fd7dd828d62993,industry_of
576,dc6473ac96a77fe376fd7dd828d62993,industry_of
632,dc6473ac96a77fe376fd7dd828d62993,industry_of
633,dc6473ac96a77fe376fd7dd828d62993,industry_of
652,dc6473ac96a77fe376fd7dd828d62993,industry_of
701,dc6473ac96a77fe376fd7dd828d62993,industry_of
839,dc6473ac96a77fe376fd7dd828d62993,industry_of
881,dc6473ac96a77fe376fd7dd828d62993,industry_of
909,dc6473ac96a77fe376fd7dd828d62993,industry_of
600003,2aebe0c5cae88686f8861e2d4879d15a,industry_of
600012,2aebe0c5cae88686f8861e2d4879d15a,industry_of
600020,2aebe0c5cae88686f8861e2d4879d15a,industry_of
600033,2aebe0c5cae88686f8861e2d4879d15a,industry_of
600035,2aebe0c5cae88686f8861e2d4879d15a,industry_of
